ID_hecho,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Cruce,Dirección Normalizada,COMUNA,XY (CABA),Longitud,Latitud,PARTICIPANTES,VICTIMA,ACUSADO
2018-0084,1,2018-08-03,2018,8,3,07:25:00,7,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",COCHABAMBA,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1,Point (108993.20201253 100735.24332429),-58.36523349,-34.62260331,PEATON-CARGAS,PEATON,CARGAS
2018-0085,2,2018-08-03,2018,8,3,18:16:00,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,"GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,Point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0086,1,2018-08-10,2018,8,10,21:44:00,21,Directorio Av. y Guardia Nacional,AVENIDA,DIRECTORIO AV.,GUARDIA NACIONAL,DIRECTORIO AV. y GUARDIA NACIONAL,9,Point (97534.35415051 97682.40955825),-58.49019551,-34.65015854,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0088,1,2018-08-17,2018,8,17,16:36:00,16,Av. Gral. Paz y Av. Dr. Ricardo Balbín,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,Point (96563.66494817 108815.73881056),-58.50073810,-34.54979510,MOTO-CARGAS,MOTO,CARGAS
2018-0089,1,2018-08-17,2018,8,17,17:56:00,17,Pichincha Av. y Brasil,AVENIDA,PICHINCHA AV.,BRASIL,PICHINCHA AV. y BRASIL,4,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0090,1,2018-08-18,2018,8,18,10:34:00,10,27 De Febrero Av. y Pergamino,AVENIDA,27 DE FEBRERO AV.,PERGAMINO,27 DE FEBRERO AV. y PERGAMINO,8,Point (102791.00899168 95424.06973029),-58.43284809,-34.67051543,MOTO-AUTO,MOTO,AUTO
2018-0091,1,2018-08-19,2018,8,19,18:47:00,18,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,9,Point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,AUTO-AUTO,AUTO,AUTO
2018-0092,1,2018-08-20,2018,8,20,08:20:00,8,Cordoba Av. y Gascon,AVENIDA,CORDOBA AV.,GASCON,CORDOBA AV. y GASCON,14,Point (103662.91363929 103496.49206019),-58.42336930,-34.59774487,MOTO-AUTO,MOTO,AUTO
2018-0093,1,2018-08-20,2018,8,20,08:41:00,8,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,Sin información,15 DE NOVIEMBRE DE 1889 1513,1,Point (107004.02001368 99798.84856249),-58.38691681,-34.63105973,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0094,1,2018-08-23,2018,8,23,05:35:00,5,"Salguero, Jeronimo y Beruti",CALLE,"SALGUERO, JERONIMO",BERUTI,"SALGUERO, JERONIMO y BERUTI",14,Point (104734.93787233 104821.22705013),-58.41169020,-34.58579880,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0095,1,2018-08-26,2018,8,26,00:59:00,0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,LACARRA AV.,"DELLEPIANE, LUIS, TTE. GRAL.","LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,Point (99624.29795829 97569.69801131),-58.46739825,-34.65117757,AUTO-AUTO,AUTO,AUTO
2018-0096,1,2018-08-31,2018,8,31,22:20:00,22,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,"ROCA, CNEL. AV.","AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8,Point (101692.57924565 95312.63822646),-58.44483258,-34.67152226,PEATON-AUTO,PEATON,AUTO
2018-0098,2,2018-09-09,2018,9,9,05:00:00,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.",BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,Point (99203.46279192 92552.75548716),-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO
2018-0099,1,2018-09-12,2018,9,12,14:25:00,14,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,PEDERNERA,RIVADAVIA AV. y PEDERNERA,7,Point (99925.51296558 100002.14427355),-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0100,1,2018-09-20,2018,9,20,10:30:00,10,Elvira Rawson de Dellepiane 150,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",Sin información,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",1,Point (109273.33013929 100616.46322293),-58.36217754,-34.62367156,MOTO-AUTO,MOTO,AUTO
2018-0102,1,2018-09-21,2018,9,21,00:30:00,0,FAMATINA Y DIOGENES TABORDA,CALLE,FAMATINA,"TABORDA, DIOGENES","FAMATINA y TABORDA, DIOGENES",4,Point (104810.02928662 98097.69340075),-58.41083404,-34.64640709,MOTO-AUTO,MOTO,AUTO
2018-0103,1,2018-09-27,2018,9,27,17:51:00,17,Av. Castañares y Bonorino,AVENIDA,CASTA?ARES AV.,"BONORINO, ESTEBAN, CNEL. AV.","CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7,Point (101577.07056955 98313.98170453),-58.44609828,-34.64446729,PEATON-MOTO,PEATON,MOTO
2018-0104,1,2018-10-01,2018,10,1,08:58:00,8,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,SUAREZ AV.,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,MOTO-MOTO,MOTO,MOTO
2018-0105,1,2018-10-03,2018,10,3,18:12:00,18,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,RIVADAVIA AV.,NAZCA AV. y RIVADAVIA AV.,7,Point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0106,1,2018-10-04,2018,10,4,22:02:00,22,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",ECHEVERRIA,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13,Point (102437.44187502 108614.72855724),-58.43674281,-34.55161027,MOTO-MOTO,MOTO,MOTO
2018-0107,1,2018-10-06,2018,10,6,14:20:00,14,Rivadavia Av. y Jujuy Av.,AVENIDA,RIVADAVIA AV.,JUJUY AV.,RIVADAVIA AV. y JUJUY AV.,3,Point (105258.35368554 102122.93231400),-58.40596860,-34.61011987,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0108,1,2018-10-09,2018,10,9,14:00:00,14,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,DE LOS ITALIANOS AV.,"GUEMES, MACACHA","DE LOS ITALIANOS AV. y GUEMES, MACACHA",1,Point (109333.85016626 102728.06777580),-58.36154069,-34.60463618,MOTO-AUTO,MOTO,AUTO
2018-0109,1,2018-10-10,2018,10,10,22:12:00,22,"Tucuman y Alem, Leandro N. Av.",AVENIDA,TUCUMAN,"ALEM, LEANDRO N. AV.","TUCUMAN y ALEM, LEANDRO N. AV.",1,Point (108501.28725227 103169.39367565),-58.37062179,-34.60066507,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0110,1,2018-10-13,2018,10,13,03:05:00,3,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,CORRIENTES AV.,"GALLARDO, ANGEL AV.","CORRIENTES AV. y GALLARDO, ANGEL AV.",15,Point (102852.69197214 103016.76479974),-58.43220014,-34.60207186,PEATON-MOTO,PEATON,MOTO
2018-0111,1,2018-10-19,2018,10,19,12:13:00,12,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin información,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9,Point (99423.87045126 97756.09331484),-58.46958442,-34.64949724,MOTO-CARGAS,MOTO,CARGAS
2018-0112,1,2018-10-24,2018,10,24,09:18:00,9,Muñecas y Serrano,CALLE,MU?ECAS,SERRANO,MUÃ‘ECAS y SERRANO,15,Point (101521.41058610 103279.18839709),-58.44671397,-34.59970903,MOTO-CARGAS,MOTO,CARGAS
2018-0113,1,2018-10-25,2018,10,25,11:00:00,11,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",TRES ARROYOS,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11,Point (99245.93828707 101610.8222803),-58.47152163,-34.61474911,MOTO-CARGAS,MOTO,CARGAS
2018-0114,1,2018-10-30,2018,10,30,02:15:00,2,Solis e Independencia Av.,AVENIDA,SOLIS,INDEPENDENCIA AV.,SOLIS e INDEPENDENCIA AV.,1,Point (106692.15004353 101239.02351805),-58.39032921,-34.61807951,MOTO-AUTO,MOTO,AUTO
2018-0115,1,2018-10-31,2018,10,31,12:30:00,12,"Bosch, Ventura y Paz, Gral. Av.",CALLE,"BOSCH, VENTURA","PAZ, GRAL. AV.","BOSCH, VENTURA y PAZ, GRAL. AV.",9,Point (93987.63954589 98477.26093452),-58.52887773,-34.64297861,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0116,1,2018-11-01,2018,11,1,10:50:00,10,"Paz, Gral. Av. 14800",GRAL PAZ,"PAZ, GRAL. AV.",Sin información,"PAZ, GRAL. AV. 14800",8,Point (97213.03214767 94392.58930391),-58.49371157,-34.67981324,PEATON-CARGAS,PEATON,CARGAS
2018-0117,1,2018-11-04,2018,11,4,08:15:00,8,Av. Eva Perón 5321,AVENIDA,"PERON, EVA AV.",Sin información,"PERON, EVA AV. 5321",9,Point (98224.84159668 96577.14272605),-58.48266599,-34.66012327,MOTO-MOTO,MOTO,MOTO
2018-0118,1,2018-11-05,2018,11,5,14:49:00,14,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",PUEYRREDON AV.,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3,Point (105244.38396064 102386.61371612),-58.40612253,-34.60774301,PEATON-MOTO,PEATON,MOTO
2018-0120,1,2018-11-09,2018,11,9,13:34:00,13,Monroe y Alvarez Thomas Av.,AVENIDA,MONROE,ALVAREZ THOMAS AV.,MONROE y ALVAREZ THOMAS AV.,12,Point (98237.46824855 106343.83342545),-58.48250732,-34.57208238,PEATON-AUTO,PEATON,AUTO
2018-0121,1,2018-11-09,2018,11,9,16:32:00,16,Rivadavia Av. y Manzoni,AVENIDA,RIVADAVIA AV.,MANZONI,RIVADAVIA AV. y MANZONI,10,Point (96684.78779898 99093.85665638),-58.49945705,-34.63743280,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0122,1,2018-11-12,2018,11,12,01:00:00,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,LARRAZABAL,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,Point (98704.10681045 95222.62689520),-58.47743966,-34.67233407,AUTO-AUTO,AUTO,AUTO
2018-0125,1,2018-11-16,2018,11,16,21:12:00,21,Saenz Av. y Ventana,AVENIDA,SAENZ AV.,VENTANA,SAENZ AV. y VENTANA,4,Point (104289.92773867 97606.13539657),-58.41650465,-34.65084045,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0126,1,2018-11-18,2018,11,18,12:11:00,12,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,"PAZ, GRAL. AV.","FALCON, RAMON L.,CNEL.","PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9,Point (93889.86789861 98745.59348173),-58.52994219,-34.64055918,MOTO-AUTO,MOTO,AUTO
2018-0127,1,2018-11-19,2018,11,19,09:14:00,9,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,"PAZ, GRAL. AV.",DE LOS CONSTITUYENTES AV.,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,Point (95720.94836751 106663.03756022),-58.50993046,-34.56919739,MOTO-MOTO,MOTO,MOTO
2018-0129,1,2018-11-28,2018,11,28,04:01:00,4,"Newbery, Jorge Av. y Guevara",AVENIDA,"NEWBERY, JORGE AV.",GUEVARA,"NEWBERY, JORGE AV. y GUEVARA",15,Point (101200.55632600 104694.24798650),-58.45021367,-34.58695347,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0130,1,2018-12-03,2018,12,3,03:00:00,3,Gaona Av. y Segurola Av.,AVENIDA,GAONA AV.,SEGUROLA AV.,GAONA AV. y SEGUROLA AV.,10,Point (97531.36286491 100173.61049110),-58.49022072,-34.62770192,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0131,1,2018-12-07,2018,12,7,19:10:00,19,"Madero, Eduardo Av. 550",AVENIDA,"MADERO, EDUARDO AV.",Sin información,"MADERO, EDUARDO AV. 550",1,Point (108685.90894590 103124.78289557),-58.36860866,-34.60106568,MOTO-CARGAS,MOTO,CARGAS
2018-0133,1,2018-12-12,2018,12,12,14:07:00,14,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,RIVADAVIA AV.,NAZCA AV. y RIVADAVIA AV.,7,Point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,PEATON-CARGAS,PEATON,CARGAS
2018-0134,1,2018-12-12,2018,12,12,21:00:00,21,La Plata Av. y Caseros Av.,AVENIDA,LA PLATA AV.,CASEROS AV.,LA PLATA AV. y CASEROS AV.,7,Point (103649.67568294 98786.92074818),-58.42349365,-34.64019887,PEATON-MOTO,PEATON,MOTO
2018-0135,1,2018-12-18,2018,12,18,14:40:00,14,Belgrano Av. y Peru,AVENIDA,BELGRANO AV.,PERU,BELGRANO AV. y PERU,1,Point (108124.38297421 101840.19801704),-58.37471802,-34.61265002,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0136,1,2018-12-18,2018,12,18,15:42:00,15,Rivadavia Av. 7013,AVENIDA,RIVADAVIA AV.,Sin información,RIVADAVIA AV. 7013,7,Point (99900.22869225 100014.51595495),-58.46438789,-34.62913916,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0137,1,2018-12-18,2018,12,18,20:15:00,20,Adolfo Alsina y Santiago del Estero,CALLE,"ALSINA, ADOLFO",SANTIAGO DEL ESTERO,"ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1,Point (107198.03031731 102023.53206745),-58.38481975,-34.61100424,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0139,1,2018-12-22,2018,12,22,06:30:00,6,Santander 1974,CALLE,SANTANDER,Sin información,SANTANDER 1974,7,Point (101510.09611838 98933.71958961),-58.44682986,-34.63888084,MOTO-MOTO,MOTO,MOTO
2018-0140,1,2018-12-22,2018,12,22,08:05:00,8,Julieta Lanteri 1400,CALLE,LANTERI JULIETA,Sin información,LANTERI JULIETA 1400,1,Point (109469.86887005 101709.86665960),-58.36004650,-34.61381341,AUTO-AUTO,AUTO,AUTO
2018-0143,1,2018-12-29,2018,12,29,05:25:00,5,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,OLIVERA AV.,"ALBERDI, JUAN BAUTISTA AV.","OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10,Point (97912.79273192 98756.38729095),-58.48606475,-34.64047818,MOTO-AUTO,MOTO,AUTO
2019-0003,1,2019-01-12,2019,1,12,08:00:00,8,SAN MARTIN AV. Y TERRADA,AVENIDA,SAN MARTIN AV.,TERRADA,SAN MARTIN AV. y TERRADA,15,Point (97439.07314838 103559.40773606),-58.49121672,-34.59718073,MOTO-AUTO,MOTO,AUTO
2019-0005,1,2019-01-19,2019,1,19,12:00:00,12,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,"JUSTO, JUAN B. AV.",ALVAREZ JONTE AV.,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10,Point (94701.87719386 99493.36109269),-58.52108101,-34.63382309,MOTO-CARGAS,MOTO,CARGAS
2019-0006,1,2019-01-23,2019,1,23,05:45:00,5,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",Sin información,"OBLIGADO RAFAEL, AV.COSTANERA 4650",14,Point (104292.73762877 108227.37900690),-58.41652702,-34.55509606,PEATON-AUTO,PEATON,AUTO
2019-0009,1,2019-01-31,2019,1,31,14:55:00,14,CHACABUCO Y SAN JUAN AV.,AVENIDA,CHACABUCO,SAN JUAN AV.,CHACABUCO y SAN JUAN AV.,1,Point (108038.17400278 100802.81492813),-58.37564821,-34.62200207,MOTO-AUTO,MOTO,AUTO
2019-0010,2,2019-02-02,2019,2,2,07:50:00,7,DEL LIBERTADOR AV. 4100,AVENIDA,DEL LIBERTADOR AV.,Sin información,DEL LIBERTADOR AV. 4100,14,Point (103359.87920798 106617.17056502),-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO
2019-0011,1,2019-02-10,2019,2,10,01:00:00,1,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",GRAL PAZ,"PAZ, GRAL. AV.","ALBERDI, JUAN BAUTISTA AV.","PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,Point (94949.53051500 96309.49139706),-58.51839930,-34.66252488,PEATON-AUTO,PEATON,AUTO
2019-0012,1,2019-02-17,2019,2,17,03:16:00,3,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,CASTA?ARES AV.,"GORDILLO, TIMOTEO","CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",8,Point (98072.98959434 94742.80804806),-58.48432691,-34.67665828,MOTO-AUTO,MOTO,AUTO
2019-0013,1,2019-02-20,2019,2,20,07:30:00,7,SALVIGNY Y MOM,CALLE,SALVIGNY,MOM,SALVIGNY y MOM,7,Point (102701.07793891 98301.55899449),-58.43383830,-34.64457699,PEATON-AUTO,PEATON,AUTO
2019-0014,1,2019-02-20,2019,2,20,17:30:00,17,"LAMARCA, EMILIO 5402",CALLE,"LAMARCA, EMILIO",Sin información,"LAMARCA, EMILIO 5402",11,Point (95105.42229190 104734.49416290),-58.51664939,-34.58657938,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0016,1,2019-02-24,2019,2,24,02:00:00,2,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,"CARRILLO, RAMON, DR.",FINOCHIETTO ENRIQUE DR.,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4,Point (107350.48403234 99520.90259673),-58.38313603,-34.63356284,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0018,1,2019-03-03,2019,3,3,23:30:00,23,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.","UDAONDO, GUILLERMO AV.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,Point (101287.58627255 109848.96522762),-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO
2019-0019,1,2019-03-06,2019,3,6,12:00:00,12,DEL LIBERTADOR AV. 6326,AVENIDA,DEL LIBERTADOR AV.,Sin información,DEL LIBERTADOR AV. 6326,13,Point (101175.50098927 108378.70762331),-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO
2019-0021,1,2019-03-15,2019,3,15,22:50:00,22,BOYACA AV. Y YERBAL,AVENIDA,BOYACA AV.,YERBAL,BOYACA AV. y YERBAL,7,Point (100537.72694403 100405.74808196),-58.45743597,-34.62561234,MOTO-AUTO,MOTO,AUTO
2019-0024,1,2019-03-19,2019,3,19,1900-01-14 07:12:00,7,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,ANTARTIDA ARGENTINA AV.,Sin información,ANTARTIDA ARGENTINA AV. 1325,1,Point (108368.93688513 104860.74716674),-58.37208118,-34.58541957,MOTO-CARGAS,MOTO,CARGAS
2019-0026,1,2019-03-28,2019,3,28,07:32:00,7,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,Point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0028,1,2019-04-06,2019,4,6,09:15:00,9,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,"JUSTO, JUAN B. AV.","ORO?O, NICASIO","JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",11,Point (100255.56175905 102594.14179920),-58.46051346,-34.60588536,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0029,1,2019-04-07,2019,4,7,10:15:00,10,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,Point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0030,1,2019-04-09,2019,4,9,16:00:00,16,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,"ALVAREZ, DONATO, TTE. GRAL.",YERBAL,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7,Point (100800.05107565 100531.46552448),-58.45457546,-34.62447891,MOTO-CARGAS,MOTO,CARGAS
2019-0032,1,2019-04-16,2019,4,16,11:00:00,11,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,CAMARONES,"ALVAREZ, DONATO, TTE. GRAL. AV.","CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11,Point (99921.70768730 102754.71427746),-58.46415322,-34.60443790,PEATON-AUTO,PEATON,AUTO
2019-0034,1,2019-04-21,2019,4,21,09:08:00,9,"MORENO, PERITO AV. 3050",AVENIDA,"MORENO, PERITO AV.",Sin información,"MORENO, PERITO AV. 3050",7,Point (100726.63402530 97597.06610219),-58.45537373,-34.65093074,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0037,1,2019-05-01,2019,5,1,23:10:00,23,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,LA RIOJA,INDEPENDENCIA AV.,LA RIOJA e INDEPENDENCIA AV.,3,Point (105091.36704114 101058.15092586),-58.40778291,-34.61971907,MOTO-AUTO,MOTO,AUTO
2019-0038,1,2019-05-04,2019,5,4,14:10:00,14,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,"UDAONDO, GUILLERMO AV.","FIGUEROA ALCORTA, PRES. AV.","UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13,Point (101025.65409402 109205.71453455),-58.45212523,-34.54628513,PEATON-MOTO,PEATON,MOTO
2019-0039,1,2019-05-09,2019,5,9,03:05:00,3,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,7,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,MOTO-AUTO,MOTO,AUTO
2019-0042,1,2019-05-14,2019,5,14,15:00:00,15,LIMA Y CONSTITUCION,CALLE,LIMA,CONSTITUCION,LIMA y CONSTITUCION,1,Point (107444.95821447 100509.15466740),-58.38211431,-34.62465368,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0045,1,2019-06-03,2019,6,3,07:27:00,7,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,DEL LIBERTADOR AV.,REPUBLICA DE LA INDIA,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,14,Point (104600.49945984 105930.85721602),-58.41316147,-34.57579669,MOTO-CARGAS,MOTO,CARGAS
2019-0046,1,2019-06-04,2019,6,4,09:00:00,9,GRAL PAZ Y CABILDO,GRAL PAZ,"PAZ, GRAL. AV.",CABILDO AV.,"PAZ, GRAL. AV. y CABILDO AV.",13,Point (98817.74986778 110096.31367495),-58.47617802,-34.53825652,MOTO-AUTO,MOTO,AUTO
2019-0047,1,2019-06-06,2019,6,6,10:00:00,10,CASEROS AV. 1700,AVENIDA,CASEROS AV.,Sin información,CASEROS AV. 1700,4,Point (107049.58656184 99550.26208324),-58.38641783,-34.63330028,PEATON-CARGAS,PEATON,CARGAS
2019-0049,1,2019-06-08,2019,6,8,09:20:00,9,CIUDAD DE LA PAZ Y MENDOZA,CALLE,CIUDAD DE LA PAZ,MENDOZA,CIUDAD DE LA PAZ y MENDOZA,13,Point (100441.31384072 107499.63270409),-58.45849057,-34.56166498,PEATON-CARGAS,PEATON,CARGAS
2019-0050,1,2019-06-08,2019,6,8,23:35:00,23,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,"SALGUERO, JERONIMO",HONDURAS AV.,"SALGUERO, JERONIMO y HONDURAS AV.",14,Point (104128.51577643 103898.77571857),-58.41829559,-34.59411677,MOTO-CARGAS,MOTO,CARGAS
2019-0051,1,2019-06-11,2019,6,11,10:00:00,10,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,"FILIBERTO, JUAN DE DIOS",OLAVARRIA,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",4,Point (109126.17010339 98991.49558123),-58.36376488,-34.63832093,MOTO-AUTO,MOTO,AUTO
2019-0053,1,2019-06-14,2019,6,14,17:20:00,17,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,ASTURIAS AV.,CASTA?ARES AV.,ASTURIAS AV. y CASTAÃ‘ARES AV.,8,Point (99896.72991309 96585.69018400),-58.46442668,-34.66004784,AUTO-AUTO,AUTO,AUTO
2019-0054,1,2019-06-20,2019,6,20,03:00:00,3,GANDARA 2976,CALLE,GANDARA,Sin información,GANDARA 2976,15,Point (98264.06251394 104989.86881414),-58.48222035,-34.58428769,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0055,1,2019-06-20,2019,6,20,19:45:00,19,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,"GUEVARA, TRINIDAD","MADERO, EDUARDO AV.","GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",1,Point (108724.12468316 102928.79394095),-58.36819005,-34.60283208,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0056,1,2019-06-29,2019,6,29,17:16:00,17,BOYACA AV. 305,AVENIDA,BOYACA AV.,Sin información,BOYACA AV. 305,7,Point (100414.85185956 100661.22751226),-58.45877601,-34.62330939,PEATON-AUTO,PEATON,AUTO
2019-0057,1,2019-07-05,2019,7,5,19:00:00,19,ARTILLEROS Y LA PAMPA,CALLE,ARTILLEROS,LA PAMPA,ARTILLEROS y LA PAMPA,13,Point (101957.99726887 107949.81115534),-58.44196498,-34.55760517,PEATON-AUTO,PEATON,AUTO
